Loan_ID,Gender,Married,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,LoanAmount_log,TotalIncome,TotalIncome_log
LP001758,Male,Yes,Graduate,No,6250,1695.0,210,360,1,Semiurban,true,5.351858133476067,7945.0,8.980423936374544
LP001760,Male,Yes,Graduate,No,4758,0.0,158,480,1,Semiurban,true,5.0689042022202315,4758.0,8.46779284112111
LP001761,Male,No,Graduate,Yes,6400,0.0,200,360,1,Rural,true,5.303304908059076,6400.0,8.764209507142004
LP001765,Male,Yes,Graduate,No,2491,2054.0,104,360,1,Semiurban,true,4.653960350157523,4545.0,8.422003004412488
LP001768,Male,Yes,Graduate,No,3716,0.0,42,180,1,Rural,true,3.7612001156935624,3716.0,8.220672170297252
LP001770,Male,No,Not Graduate,No,3189,2598.0,120,84,1,Rural,true,4.795790545596741,5787.0,8.663542087751374
LP001776,Female,No,Graduate,No,8333,0.0,280,360,1,Semiurban,true,5.638354669333745,8333.0,9.0280988119824
LP001778,Male,Yes,Graduate,No,3155,1779.0,140,360,1,Semiurban,true,4.948759890378168,4934.0,8.504107951867582
LP001784,Male,Yes,Graduate,No,5500,1260.0,170,360,1,Rural,true,5.14166355650266,6760.0,8.818926087090677
LP001786,Male,Yes,Graduate,No,5746,0.0,255,360,1,Urban,false,5.545177444479562,5746.0,8.656433258507741
LP001788,Female,No,Graduate,Yes,3463,0.0,122,360,1,Urban,true,4.812184355372417,3463.0,8.150179269682326
LP001790,Female,No,Graduate,No,3812,0.0,112,360,1,Rural,true,4.727387818712341,3812.0,8.246171559857563
LP001792,Male,Yes,Graduate,No,3315,0.0,96,360,1,Semiurban,true,4.574710978503383,3315.0,8.106514516255185
LP001798,Male,Yes,Graduate,No,5819,5000.0,120,360,1,Rural,true,4.795790545596741,10819.0,9.289151552400472
LP001800,Male,Yes,Not Graduate,No,2510,1983.0,140,180,1,Urban,false,4.948759890378168,4493.0,8.410498452745275
LP001806,Male,No,Graduate,No,2965,5701.0,155,60,1,Urban,true,5.049856007249537,8666.0,9.067277989134345
LP001807,Male,Yes,Graduate,Yes,6250,1300.0,108,360,1,Rural,true,4.6913478822291435,7550.0,8.929435283803425
LP001811,Male,Yes,Not Graduate,No,3406,4417.0,123,360,1,Semiurban,true,4.820281565605037,7823.0,8.964951211714654
LP001813,Male,No,Graduate,Yes,6050,4333.0,120,180,1,Urban,false,4.795790545596741,10383.0,9.248021438943871
LP001814,Male,Yes,Graduate,No,9703,0.0,112,360,1,Urban,true,4.727387818712341,9703.0,9.180293450623886
LP001819,Male,Yes,Not Graduate,No,6608,0.0,137,180,1,Urban,true,4.927253685157205,6608.0,8.796187635470453
LP001824,Male,Yes,Graduate,No,2882,1843.0,123,480,1,Semiurban,true,4.820281565605037,4725.0,8.460834457746854
LP001825,Male,Yes,Graduate,No,1809,1868.0,90,360,1,Urban,true,4.51085950651685,3677.0,8.210124405164267
LP001835,Male,Yes,Not Graduate,No,1668,3890.0,201,360,0,Semiurban,false,5.308267697401205,5558.0,8.62317351495347
LP001836,Female,No,Graduate,No,3427,0.0,138,360,1,Urban,false,4.9344739331306915,3427.0,8.13973227971767
LP001841,Male,No,Not Graduate,Yes,2583,2167.0,104,360,1,Rural,true,4.653960350157523,4750.0,8.46611040118692
LP001843,Male,Yes,Not Graduate,No,2661,7101.0,279,180,1,Semiurban,true,5.634789603169249,9762.0,9.186355009225672
LP001844,Male,No,Graduate,Yes,16250,0.0,192,360,0,Urban,false,5.262690188904886,16250.0,9.69590972432601
LP001846,Female,No,Graduate,No,3083,0.0,255,360,1,Rural,true,5.545177444479562,3083.0,8.03398273468322
LP001849,Male,No,Not Graduate,No,6045,0.0,115,360,0,Rural,false,4.7535901911063645,6045.0,8.707152175339404
LP001854,Male,Yes,Graduate,No,5250,0.0,94,360,1,Urban,false,4.553876891600541,5250.0,8.566173813637858
LP001859,Male,Yes,Graduate,No,14683,2100.0,304,360,1,Rural,false,5.720311776607412,16783.0,9.728181330636078
LP001864,Male,Yes,Not Graduate,No,4931,0.0,128,360,1,Semiurban,false,4.859812404361672,4931.0,8.503499864284235
LP001865,Male,Yes,Graduate,No,6083,4250.0,330,360,1,Urban,true,5.802118375377063,10333.0,9.24319470884713
LP001868,Male,No,Graduate,No,2060,2209.0,134,360,1,Semiurban,true,4.90527477843843,4269.0,8.35936910622267
LP001870,Female,No,Graduate,No,3481,0.0,155,36,1,Semiurban,false,5.049856007249537,3481.0,8.155362120328135
LP001871,Female,No,Graduate,No,7200,0.0,120,360,1,Rural,true,4.795790545596741,7200.0,8.881975184248867
LP001872,Male,No,Graduate,Yes,5166,0.0,128,360,1,Semiurban,true,4.859812404361672,5166.0,8.550047528287184
LP001875,Male,No,Graduate,No,4095,3447.0,151,360,1,Rural,true,5.0238805208462765,7542.0,8.928375259853631
LP001877,Male,Yes,Graduate,No,4708,1387.0,150,360,1,Semiurban,true,5.017279836814924,6095.0,8.715388097366482
LP001882,Male,Yes,Graduate,No,4333,1811.0,160,360,0,Urban,true,5.081404364984463,6144.0,8.723394022000136
LP001883,Female,No,Graduate,No,3418,0.0,135,360,1,Rural,false,4.912654885736052,3418.0,8.137103389639302
LP001884,Female,No,Graduate,No,2876,1560.0,90,360,1,Urban,true,4.51085950651685,4436.0,8.39773375137891
LP001888,Female,No,Graduate,No,3237,0.0,30,360,1,Urban,true,3.4339872044851463,3237.0,8.08271113423758
LP001891,Male,Yes,Graduate,No,11146,0.0,136,360,1,Urban,true,4.919980925828125,11146.0,9.318925682389624
LP001892,Male,No,Graduate,No,2833,1857.0,126,360,1,Rural,true,4.844187086458591,4690.0,8.453401058328458
LP001894,Male,Yes,Graduate,No,2620,2223.0,150,360,1,Semiurban,true,5.017279836814924,4843.0,8.485496104672983
LP001896,Male,Yes,Graduate,No,3900,0.0,90,360,1,Semiurban,true,4.51085950651685,3900.0,8.268988209506656
LP001900,Male,Yes,Graduate,No,2750,1842.0,115,360,1,Semiurban,true,4.7535901911063645,4592.0,8.432288684325794
LP001903,Male,Yes,Graduate,No,3993,3274.0,207,360,1,Semiurban,true,5.337538079701318,7267.0,8.891236429516061
LP001904,Male,Yes,Graduate,No,3103,1300.0,80,360,1,Urban,true,4.394449154672439,4403.0,8.390268497842571
LP001907,Male,Yes,Graduate,No,14583,0.0,436,360,1,Semiurban,true,6.07993319509559,14583.0,9.5876803163585
LP001908,Female,Yes,Not Graduate,No,4100,0.0,124,360,1,Rural,true,4.8283137373023015,4100.0,8.31898612539206
LP001910,Male,No,Not Graduate,Yes,4053,2426.0,158,360,0,Urban,false,5.0689042022202315,6479.0,8.776475789346321
LP001914,Male,Yes,Graduate,No,3927,800.0,112,360,1,Semiurban,true,4.727387818712341,4727.0,8.461257559085935
LP001915,Male,Yes,Graduate,No,2301,985.7999878,78,180,1,Urban,true,4.3694478524670215,3286.7999878,8.097973923364721
LP001917,Female,No,Graduate,No,1811,1666.0,54,360,1,Urban,true,4.007333185232471,3477.0,8.154212694914229
LP001922,Male,Yes,Graduate,No,20667,0.0,146,360,1,Rural,false,4.866324565936641,20667.0,9.936341889407075
LP001924,Male,No,Graduate,No,3158,3053.0,89,360,1,Rural,true,4.499809670330265,6211.0,8.734238184268577
LP001925,Female,No,Graduate,Yes,2600,1717.0,99,300,1,Semiurban,false,4.605170185988092,4317.0,8.370547611074752
LP001926,Male,Yes,Graduate,No,3704,2000.0,120,360,1,Rural,true,4.795790545596741,5704.0,8.649098262296176
LP001931,Female,No,Graduate,No,4124,0.0,115,360,1,Semiurban,true,4.7535901911063645,4124.0,8.324821298768782
LP001935,Male,No,Graduate,No,9508,0.0,187,360,1,Rural,true,5.236441962829949,9508.0,9.159993997539445
LP001936,Male,Yes,Graduate,No,3075,2416.0,139,360,1,Rural,true,4.941642422609304,5491.0,8.61104776688786
LP001938,Male,Yes,Graduate,No,4400,0.0,127,360,0,Semiurban,false,4.852030263919617,4400.0,8.38958706681109
LP001940,Male,Yes,Graduate,No,3153,1560.0,134,360,1,Urban,true,4.90527477843843,4713.0,8.458292083496076
LP001945,Female,No,Graduate,No,5417,0.0,143,480,0,Urban,false,4.969813299576001,5417.0,8.59748202264504
LP001947,Male,Yes,Graduate,No,2383,3334.0,172,360,1,Semiurban,true,5.153291594497779,5717.0,8.651374372882257
LP001949,Male,Yes,Graduate,No,4416,1250.0,110,360,1,Urban,true,4.709530201312334,5666.0,8.64241515616962
LP001953,Male,Yes,Graduate,No,6875,0.0,200,360,1,Semiurban,true,5.303304908059076,6875.0,8.83579236650274
LP001954,Female,Yes,Graduate,No,4666,0.0,135,360,1,Urban,true,4.912654885736052,4666.0,8.448271745949816
LP001955,Female,No,Graduate,No,5000,2541.0,151,480,1,Rural,false,5.0238805208462765,7541.0,8.928242677818302
LP001963,Male,Yes,Graduate,No,2014,2925.0,113,360,1,Urban,false,4.736198448394496,4939.0,8.505120610181969
LP001964,Male,Yes,Not Graduate,No,1800,2934.0,93,360,0,Urban,false,4.543294782270004,4734.0,8.462737005620179
LP001972,Male,Yes,Not Graduate,No,2875,1750.0,105,360,1,Semiurban,true,4.663439094112067,4625.0,8.439447842791385
LP001974,Female,No,Graduate,No,5000,0.0,132,360,1,Rural,true,4.890349128221754,5000.0,8.517393171418904
LP001977,Male,Yes,Graduate,No,1625,1803.0,96,360,1,Urban,true,4.574710978503383,3428.0,8.14002395246292
LP001978,Male,No,Graduate,No,4000,2500.0,140,360,1,Rural,true,4.948759890378168,6500.0,8.77971129020447
LP001990,Male,No,Not Graduate,No,2000,0.0,146,360,1,Urban,false,4.866324565936641,2000.0,7.601402334583733
LP001993,Female,No,Graduate,No,3762,1666.0,135,360,1,Rural,true,4.912654885736052,5428.0,8.599510233905452
LP001994,Female,No,Graduate,No,2400,1863.0,104,360,0,Urban,false,4.653960350157523,4263.0,8.357962965845681
LP001996,Male,No,Graduate,No,20233,0.0,480,360,1,Rural,false,6.175867270105761,20233.0,9.915119636765835
LP001998,Male,Yes,Not Graduate,No,7667,0.0,185,360,1,Rural,true,5.225746673713202,7667.0,8.944811104165534
LP002002,Female,No,Graduate,No,2917,0.0,84,360,1,Semiurban,true,4.442651256490317,2917.0,7.978653729082731
LP002004,Male,No,Not Graduate,No,2927,2405.0,111,360,1,Semiurban,true,4.718498871295094,5332.0,8.581669210600602
LP002006,Female,No,Graduate,No,2507,0.0,56,360,1,Rural,true,4.04305126783455,2507.0,7.827240901752812
LP002008,Male,Yes,Graduate,Yes,5746,0.0,144,84,1,Rural,true,4.976733742420574,5746.0,8.656433258507741
LP002024,Male,Yes,Graduate,No,2473,1843.0,159,360,1,Rural,false,5.075173815233827,4316.0,8.370315995555478
LP002031,Male,Yes,Not Graduate,No,3399,1640.0,111,180,1,Urban,true,4.718498871295094,5039.0,8.525161361065415
LP002035,Male,Yes,Graduate,No,3717,0.0,120,360,1,Semiurban,true,4.795790545596741,3717.0,8.220941168281389
LP002036,Male,Yes,Graduate,No,2058,2134.0,88,360,1,Urban,true,4.48863636973214,4192.0,8.341171747170762
LP002043,Female,No,Graduate,No,3541,0.0,112,360,1,Semiurban,true,4.727387818712341,3541.0,8.17244681834278
LP002050,Male,Yes,Graduate,Yes,10000,0.0,155,360,1,Rural,false,5.049856007249537,10000.0,9.210440366976517
LP002051,Male,Yes,Graduate,No,2400,2167.0,115,360,1,Semiurban,true,4.7535901911063645,4567.0,8.426830751335846
LP002053,Male,Yes,Graduate,No,4342,189.0,124,360,1,Semiurban,true,4.8283137373023015,4531.0,8.418918622147897
LP002054,Male,Yes,Not Graduate,No,3601,1590.0,146,360,1,Rural,true,4.866324565936641,5191.0,8.554874258383926
LP002055,Female,No,Graduate,No,3166,2985.0,132,360,1,Rural,true,4.890349128221754,6151.0,8.72453251118548
LP002065,Male,Yes,Graduate,No,15000,0.0,300,360,1,Rural,true,5.707110264748875,15000.0,9.61587214452889
LP002067,Male,Yes,Graduate,Yes,8666,4983.0,376,360,0,Rural,false,5.932245187448011,13649.0,9.521494800613105
LP002068,Male,No,Graduate,No,4917,0.0,130,360,0,Rural,true,4.875197323201151,4917.0,8.500657222776137
LP002082,Male,Yes,Graduate,Yes,5818,2160.0,184,360,1,Semiurban,true,5.220355825078324,7978.0,8.984568369308281
LP002086,Female,Yes,Graduate,No,4333,2451.0,110,360,1,Urban,false,4.709530201312334,6784.0,8.82246957226897
LP002087,Female,No,Graduate,No,2500,0.0,67,360,1,Urban,true,4.219507705176107,2500.0,7.824445930877619
LP002097,Male,No,Graduate,No,4384,1793.0,117,360,1,Urban,true,4.770684624465665,6177.0,8.728749873478527
LP002098,Male,No,Graduate,No,2935,0.0,98,360,1,Semiurban,true,4.59511985013459,2935.0,7.984803389734406
LP002100,Male,No,Graduate,No,2833,0.0,71,360,1,Urban,true,4.276666119016055,2833.0,7.949444420250626
LP002101,Male,Yes,Graduate,No,63337,0.0,490,180,1,Urban,true,6.19644412779452,63337.0,11.056240743970491
LP002103,Male,Yes,Graduate,Yes,9833,1833.0,182,180,1,Urban,true,5.209486152841421,11666.0,9.364519622823856
LP002106,Male,Yes,Graduate,Yes,5503,4490.0,70,84,1,Semiurban,true,4.2626798770413155,9993.0,9.20974019190415
LP002110,Male,Yes,Graduate,No,5250,688.0,160,360,1,Rural,true,5.081404364984463,5938.0,8.68929604801586
LP002112,Male,Yes,Graduate,Yes,2500,4600.0,176,360,1,Rural,true,5.176149732573829,7100.0,8.867990898182093
LP002113,Female,No,Not Graduate,No,1830,0.0,146,360,0,Urban,false,4.866324565936641,1830.0,7.5126175446745105
LP002114,Female,No,Graduate,No,4160,0.0,71,360,1,Semiurban,true,4.276666119016055,4160.0,8.333510708982942
LP002115,Male,Yes,Not Graduate,No,2647,1587.0,173,360,1,Rural,false,5.159055299214529,4234.0,8.351138607086154
LP002116,Female,No,Graduate,No,2378,0.0,46,360,1,Rural,false,3.8501476017100584,2378.0,7.774435510302958
LP002119,Male,Yes,Not Graduate,No,4554,1229.0,158,360,1,Urban,true,5.0689042022202315,5783.0,8.6628507638386
LP002126,Male,Yes,Not Graduate,No,3173,0.0,74,360,1,Semiurban,true,4.31748811353631,3173.0,8.062747901086354
LP002128,Male,Yes,Graduate,No,2583,2330.0,125,360,1,Rural,true,4.836281906951478,4913.0,8.499843553081124
LP002129,Male,Yes,Graduate,No,2499,2458.0,160,360,1,Semiurban,true,5.081404364984463,4957.0,8.508757712595136
LP002130,Male,Yes,Not Graduate,No,3523,3230.0,152,360,0,Rural,false,5.030437921392435,6753.0,8.817890200945513
LP002131,Male,Yes,Not Graduate,No,3083,2168.0,126,360,1,Urban,true,4.844187086458591,5251.0,8.566364235422688
LP002137,Male,Yes,Graduate,No,6333,4583.0,259,360,1,Semiurban,true,5.560681631015528,10916.0,9.29807648628027
LP002138,Male,Yes,Graduate,No,2625,6250.0,187,360,1,Rural,true,5.236441962829949,8875.0,9.091106284052485
LP002139,Male,Yes,Graduate,No,9083,0.0,228,360,1,Semiurban,true,5.43372200355424,9083.0,9.114269903225448
LP002140,Male,No,Graduate,No,8750,4167.0,308,360,1,Rural,false,5.733341276897746,12917.0,9.466376966592419
LP002141,Male,Yes,Graduate,No,2666,2083.0,95,360,1,Rural,true,4.564348191467836,4749.0,8.465899897028686
LP002142,Female,Yes,Graduate,Yes,5500,0.0,105,360,0,Rural,false,4.663439094112067,5500.0,8.612685172875459
LP002143,Female,Yes,Graduate,No,2423,505.0,130,360,1,Semiurban,true,4.875197323201151,2928.0,7.982416346827733
LP002144,Female,No,Graduate,No,3813,0.0,116,180,1,Urban,true,4.762173934797756,3813.0,8.246433786160365
LP002149,Male,Yes,Graduate,No,8333,3167.0,165,360,1,Rural,true,5.111987788356544,11500.0,9.350189267092581
LP002151,Male,Yes,Graduate,No,3875,0.0,67,360,1,Urban,false,4.219507705176107,3875.0,8.262558973010657
LP002158,Male,Yes,Not Graduate,No,3000,1666.0,100,480,0,Urban,false,4.61512051684126,4666.0,8.448271745949816
LP002160,Male,Yes,Graduate,No,5167,3167.0,200,360,1,Semiurban,true,5.303304908059076,8334.0,9.028218795184895
LP002161,Female,No,Graduate,No,4723,0.0,81,360,1,Semiurban,false,4.406719247264253,4723.0,8.460411177317253
LP002170,Male,Yes,Graduate,No,5000,3667.0,236,360,1,Semiurban,true,5.4680601411351315,8667.0,9.067393362656249
LP002175,Male,Yes,Graduate,No,4750,2333.0,130,360,1,Urban,true,4.875197323201151,7083.0,8.865593998902725
LP002178,Male,Yes,Graduate,No,3013,3033.0,95,300,1,Urban,true,4.564348191467836,6046.0,8.707317560273212
LP002180,Male,No,Graduate,Yes,6822,0.0,141,360,1,Rural,true,4.955827057601261,6822.0,8.828054536815424
LP002181,Male,No,Not Graduate,No,6216,0.0,133,360,1,Rural,false,4.897839799950911,6216.0,8.735042754269337
LP002187,Male,No,Graduate,No,2500,0.0,96,480,1,Semiurban,false,4.574710978503383,2500.0,7.824445930877619
LP002188,Male,No,Graduate,No,5124,0.0,124,84,0,Rural,false,4.8283137373023015,5124.0,8.54188580400661
LP002190,Male,Yes,Graduate,No,6325,0.0,175,360,1,Semiurban,true,5.170483995038152,6325.0,8.752423403865594
LP002191,Male,Yes,Graduate,No,19730,5266.0,570,360,1,Rural,false,6.3473892096560105,24996.0,10.126511096649761
LP002194,Female,No,Graduate,Yes,15759,0.0,55,360,1,Semiurban,true,4.02535169073515,15759.0,9.66523036341187
LP002197,Male,Yes,Graduate,No,5185,0.0,155,360,1,Semiurban,true,5.049856007249537,5185.0,8.55371796609861
LP002201,Male,Yes,Graduate,Yes,9323,7873.0,380,300,1,Rural,true,5.942799375126701,17196.0,9.7524902289842
LP002205,Male,No,Graduate,No,3062,1987.0,111,180,0,Urban,false,4.718498871295094,5049.0,8.527143522269405
LP002209,Female,No,Graduate,No,2764,1459.0,110,360,1,Urban,true,4.709530201312334,4223.0,8.348537825386098
LP002211,Male,Yes,Graduate,No,4817,923.0,120,180,1,Urban,true,4.795790545596741,5740.0,8.655388690167637
LP002219,Male,Yes,Graduate,No,8750,4996.0,130,360,1,Rural,true,4.875197323201151,13746.0,9.52857589747142
LP002223,Male,Yes,Graduate,No,4310,0.0,130,360,1,Semiurban,true,4.875197323201151,4310.0,8.368925174747135
LP002224,Male,No,Graduate,No,3069,0.0,71,480,1,Urban,false,4.276666119016055,3069.0,8.029432840581244
LP002225,Male,Yes,Graduate,No,5391,0.0,130,360,1,Urban,true,4.875197323201151,5391.0,8.592671652592143
LP002226,Male,Yes,Graduate,No,3333,2500.0,128,360,1,Semiurban,true,4.859812404361672,5833.0,8.671458150427666
LP002229,Male,No,Graduate,No,5941,4232.0,296,360,1,Semiurban,true,5.6937321388027,10173.0,9.22759072538271
LP002231,Female,No,Graduate,No,6000,0.0,156,360,1,Urban,true,5.056245805348308,6000.0,8.699681400989514
LP002234,Male,No,Graduate,Yes,7167,0.0,128,360,1,Urban,true,4.859812404361672,7167.0,8.877381954654766
LP002236,Male,Yes,Graduate,No,4566,0.0,100,360,1,Urban,false,4.61512051684126,4566.0,8.426611813185
LP002237,Male,No,Graduate,No,3667,0.0,113,180,1,Urban,true,4.736198448394496,3667.0,8.207401833376355
LP002239,Male,No,Not Graduate,No,2346,1600.0,132,360,1,Semiurban,true,4.890349128221754,3946.0,8.280711075662847
LP002243,Male,Yes,Not Graduate,No,3010,3136.0,146,360,0,Urban,false,4.866324565936641,6146.0,8.72371943690701
LP002244,Male,Yes,Graduate,No,2333,2417.0,136,360,1,Urban,true,4.919980925828125,4750.0,8.46611040118692
LP002250,Male,Yes,Graduate,No,5488,0.0,125,360,1,Rural,true,4.836281906951478,5488.0,8.610501368549889
LP002255,Male,No,Graduate,No,9167,0.0,185,360,1,Rural,true,5.225746673713202,9167.0,9.12347443895452
LP002262,Male,Yes,Graduate,No,9504,0.0,275,360,1,Rural,true,5.62040086571715,9504.0,9.15957325492253
LP002263,Male,Yes,Graduate,No,2583,2115.0,120,360,1,Urban,true,4.795790545596741,4698.0,8.455104999102815
LP002265,Male,Yes,Not Graduate,No,1993,1625.0,113,180,1,Semiurban,true,4.736198448394496,3618.0,8.193953023563742
LP002266,Male,Yes,Graduate,No,3100,1400.0,113,360,1,Urban,true,4.736198448394496,4500.0,8.412054873292933
LP002272,Male,Yes,Graduate,No,3276,484.0,135,360,1,Semiurban,true,4.912654885736052,3760.0,8.232440158470336
LP002277,Female,No,Graduate,No,3180,0.0,71,360,0,Urban,false,4.276666119016055,3180.0,8.064950891749143
LP002281,Male,Yes,Graduate,No,3033,1459.0,95,360,1,Urban,true,4.564348191467836,4492.0,8.41027590907016
LP002284,Male,No,Not Graduate,No,3902,1666.0,109,360,1,Rural,true,4.700480365792417,5568.0,8.624970783589669
LP002287,Female,No,Graduate,No,1500,1800.0,103,360,0,Semiurban,false,4.6443908991413725,3300.0,8.101980731853192
LP002288,Male,Yes,Not Graduate,No,2889,0.0,45,180,0,Urban,false,3.828641396489095,2889.0,7.969011781106478
LP002296,Male,No,Not Graduate,No,2755,0.0,65,300,1,Rural,false,4.189654742026425,2755.0,7.9215356321335495
LP002297,Male,No,Graduate,No,2500,20000.0,103,360,1,Semiurban,true,4.6443908991413725,22500.0,10.021315031649332
LP002300,Female,No,Not Graduate,No,1963,0.0,53,360,1,Semiurban,true,3.9889840465642745,1963.0,7.582738488914411
LP002301,Female,No,Graduate,Yes,7441,0.0,194,360,1,Rural,false,5.272999558563747,7441.0,8.914894908906568
LP002305,Female,No,Graduate,No,4547,0.0,115,360,1,Semiurban,true,4.7535901911063645,4547.0,8.422442854870427
LP002308,Male,Yes,Not Graduate,No,2167,2400.0,115,360,1,Urban,true,4.7535901911063645,4567.0,8.426830751335846
LP002314,Female,No,Not Graduate,No,2213,0.0,66,360,1,Rural,true,4.204692619390966,2213.0,7.7025561132685825
LP002315,Male,Yes,Graduate,No,8300,0.0,152,300,0,Semiurban,false,5.030437921392435,8300.0,9.024131268455035
LP002317,Male,Yes,Graduate,No,81000,0.0,360,360,0,Rural,false,5.8888779583328805,81000.0,11.302216779257382
LP002318,Female,No,Not Graduate,Yes,3867,0.0,62,360,1,Semiurban,false,4.143134726391533,3867.0,8.260492856573185
LP002319,Male,Yes,Graduate,No,6256,0.0,160,360,1,Urban,true,5.081404364984463,6256.0,8.741456115998364
LP002328,Male,Yes,Not Graduate,No,6096,0.0,218,360,0,Rural,false,5.389071729816501,6096.0,8.715552125907816
LP002332,Male,Yes,Not Graduate,No,2253,2033.0,110,360,1,Rural,true,4.709530201312334,4286.0,8.363342466597977
LP002335,Female,Yes,Not Graduate,No,2149,3237.0,178,360,0,Semiurban,false,5.187385805840755,5386.0,8.591743922680534
LP002337,Female,No,Graduate,No,2995,0.0,60,360,1,Urban,true,4.110873864173311,2995.0,8.005033344637111
LP002341,Female,No,Graduate,No,2600,0.0,160,360,1,Urban,false,5.081404364984463,2600.0,7.8636512654486515
LP002342,Male,Yes,Graduate,Yes,1600,20000.0,239,360,1,Urban,false,5.480638923341991,21600.0,9.980494888896912
LP002345,Male,Yes,Graduate,No,1025,2773.0,112,360,1,Rural,true,4.727387818712341,3798.0,8.242493153187626
LP002347,Male,Yes,Graduate,No,3246,1417.0,138,360,1,Semiurban,true,4.9344739331306915,4663.0,8.447628728030327
LP002348,Male,Yes,Graduate,No,5829,0.0,138,360,1,Rural,true,4.9344739331306915,5829.0,8.670772279344538
LP002357,Female,No,Not Graduate,No,2720,0.0,80,84,0,Urban,false,4.394449154672439,2720.0,7.908754738783246
LP002361,Male,Yes,Graduate,No,1820,1719.0,100,360,1,Urban,true,4.61512051684126,3539.0,8.17188200612782
LP002362,Male,Yes,Graduate,No,7250,1667.0,110,84,0,Urban,false,4.709530201312334,8917.0,9.095826985187422
LP002364,Male,Yes,Graduate,No,14880,0.0,96,360,1,Semiurban,true,4.574710978503383,14880.0,9.60784051043005
LP002366,Male,Yes,Graduate,No,2666,4300.0,121,360,1,Rural,true,4.804021044733257,6966.0,8.848939995030118
LP002367,Female,No,Not Graduate,No,4606,0.0,81,360,1,Rural,false,4.406719247264253,4606.0,8.435332164935916
LP002368,Male,Yes,Graduate,No,5935,0.0,133,360,1,Semiurban,true,4.897839799950911,5935.0,8.688790784847216
LP002369,Male,Yes,Graduate,No,2920,16.12000084,87,360,1,Rural,true,4.477336814478207,2936.12000084,7.9851847886683345
LP002370,Male,No,Not Graduate,No,2717,0.0,60,180,1,Urban,true,4.110873864173311,2717.0,7.907651594711089
LP002377,Female,No,Graduate,Yes,8624,0.0,150,360,1,Semiurban,true,5.017279836814924,8624.0,9.062420241899561
LP002379,Male,No,Graduate,No,6500,0.0,105,360,0,Rural,false,4.663439094112067,6500.0,8.77971129020447
LP002386,Male,No,Graduate,No,12876,0.0,405,360,1,Semiurban,true,6.0063531596017325,12876.0,9.463198053273784
LP002387,Male,Yes,Graduate,No,2425,2340.0,143,360,1,Semiurban,true,4.969813299576001,4765.0,8.469262657658687
LP002390,Male,No,Graduate,No,3750,0.0,100,360,1,Urban,true,4.61512051684126,3750.0,8.229777750081887
LP002393,Female,Yes,Graduate,No,10047,0.0,146,240,1,Semiurban,true,4.866324565936641,10047.0,9.21512888870798
LP002398,Male,No,Graduate,No,1926,1851.0,50,360,1,Semiurban,true,3.9318256327243257,3777.0,8.236950048061455
LP002401,Male,Yes,Graduate,No,2213,1125.0,146,360,1,Urban,true,4.866324565936641,3338.0,8.113426639943654
LP002403,Male,No,Graduate,Yes,10416,0.0,187,360,0,Urban,false,5.236441962829949,10416.0,9.251194365984448
LP002407,Female,Yes,Not Graduate,Yes,7142,0.0,138,360,1,Rural,true,4.9344739331306915,7142.0,8.873888135154973
LP002408,Male,No,Graduate,No,3660,5064.0,187,360,1,Semiurban,true,5.236441962829949,8724.0,9.073947747070628
LP002409,Male,Yes,Graduate,No,7901,1833.0,180,360,1,Rural,true,5.198497031265826,9734.0,9.1834829178063
LP002418,Male,No,Not Graduate,No,4707,1993.0,148,360,1,Semiurban,true,5.003946305945459,6700.0,8.81001204797317
LP002422,Male,No,Graduate,No,37719,0.0,152,360,1,Semiurban,true,5.030437921392435,37719.0,10.537945736747394
LP002424,Male,Yes,Graduate,No,7333,8333.0,175,300,1,Rural,true,5.170483995038152,15666.0,9.659311868393488
LP002429,Male,Yes,Graduate,Yes,3466,1210.0,130,360,1,Rural,true,4.875197323201151,4676.0,8.450412157725886
LP002434,Male,Yes,Not Graduate,No,4652,0.0,110,360,1,Rural,true,4.709530201312334,4652.0,8.445267451844648
LP002435,Male,Yes,Graduate,No,3539,1376.0,55,360,1,Rural,false,4.02535169073515,4915.0,8.500250470685925
LP002443,Male,Yes,Graduate,No,3340,1710.0,150,360,0,Rural,false,5.017279836814924,5050.0,8.527341522468053
LP002444,Male,No,Not Graduate,Yes,2769,1542.0,190,360,1,Semiurban,false,5.25227342804663,4311.0,8.369157112588834
LP002446,Male,Yes,Not Graduate,No,2309,1255.0,125,360,0,Rural,false,4.836281906951478,3564.0,8.178919332848396
LP002447,Male,Yes,Not Graduate,No,1958,1456.0,60,300,1,Urban,true,4.110873864173311,3414.0,8.13593277200489
LP002448,Male,Yes,Graduate,No,3948,1733.0,149,360,0,Rural,false,5.0106352940962555,5681.0,8.645058562414134
LP002449,Male,Yes,Graduate,No,2483,2466.0,90,180,0,Rural,true,4.51085950651685,4949.0,8.507142855562735
LP002453,Male,No,Graduate,Yes,7085,0.0,84,360,1,Semiurban,true,4.442651256490317,7085.0,8.865876285425417
LP002455,Male,Yes,Graduate,No,3859,0.0,96,360,1,Semiurban,true,4.574710978503383,3859.0,8.258422462458876
LP002459,Male,Yes,Graduate,No,4301,0.0,118,360,1,Urban,true,4.77912349311153,4301.0,8.366835309827675
